,date,prefecture,confirmed,tested,recovered,deaths,infected,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
0,2020-03-18,Aichi,130,847.0,3.0,14.0,113.0,-4.0,4.0,22.0,-16.0,-2.0,3.0
1,2020-03-19,Aichi,134,847.0,3.0,14.0,117.0,4.0,4.0,18.0,-14.0,-5.0,3.0
2,2020-03-20,Aichi,139,847.0,3.0,16.0,120.0,2.0,2.0,17.0,-41.0,-43.0,15.0
3,2020-03-21,Aichi,141,847.0,8.0,16.0,117.0,-9.0,3.0,30.0,-28.0,-6.0,4.0
4,2020-03-22,Aichi,143,847.0,8.0,16.0,119.0,-11.0,1.0,21.0,-26.0,-4.0,3.0
5,2020-03-23,Aichi,145,1782.0,8.0,17.0,120.0,-5.0,1.0,19.0,-14.0,-4.0,3.0
6,2020-03-24,Aichi,148,1895.0,,,,-3.0,2.0,11.0,-17.0,-4.0,4.0
7,2020-03-25,Aichi,154,1987.0,36.0,18.0,100.0,0.0,6.0,30.0,-14.0,-4.0,3.0
8,2020-03-26,Aichi,157,2204.0,36.0,19.0,102.0,1.0,10.0,39.0,-15.0,-5.0,3.0
9,2020-03-27,Aichi,160,2276.0,42.0,18.0,100.0,-12.0,-3.0,-33.0,-21.0,-7.0,7.0
10,2020-03-28,Aichi,164,2276.0,42.0,19.0,103.0,-13.0,3.0,-11.0,-32.0,-5.0,6.0
11,2020-03-29,Aichi,167,2276.0,42.0,19.0,106.0,-14.0,1.0,-11.0,-35.0,-5.0,6.0
12,2020-03-30,Aichi,170,2460.0,42.0,19.0,109.0,-8.0,0.0,-13.0,-19.0,-6.0,5.0
13,2020-03-31,Aichi,176,2854.0,47.0,19.0,110.0,-5.0,4.0,-2.0,-20.0,-6.0,5.0
14,2020-04-01,Aichi,181,2854.0,47.0,19.0,115.0,-16.0,-5.0,-22.0,-21.0,-6.0,6.0
15,2020-04-02,Aichi,186,3123.0,47.0,19.0,120.0,-9.0,6.0,30.0,-22.0,-7.0,5.0
16,2020-04-03,Aichi,198,2917.0,48.0,19.0,131.0,-12.0,5.0,48.0,-24.0,-8.0,6.0
17,2020-04-04,Aichi,216,2917.0,48.0,19.0,149.0,-14.0,8.0,53.0,-38.0,-10.0,7.0
18,2020-04-05,Aichi,227,2917.0,48.0,20.0,159.0,-19.0,5.0,19.0,-43.0,-10.0,7.0
19,2020-04-06,Aichi,237,3236.0,52.0,21.0,164.0,-9.0,6.0,29.0,-21.0,-10.0,6.0
20,2020-04-07,Aichi,258,3295.0,52.0,21.0,185.0,-11.0,5.0,33.0,-25.0,-10.0,6.0
21,2020-04-08,Aichi,278,3467.0,52.0,21.0,205.0,-17.0,3.0,28.0,-29.0,-10.0,7.0
22,2020-04-09,Aichi,299,3467.0,53.0,21.0,225.0,-14.0,6.0,22.0,-30.0,-10.0,7.0
23,2020-04-10,Aichi,313,3990.0,63.0,22.0,228.0,-21.0,5.0,1.0,-35.0,-12.0,9.0
24,2020-04-11,Aichi,340,3990.0,63.0,22.0,255.0,-28.0,4.0,7.0,-52.0,-20.0,12.0
25,2020-04-12,Aichi,319,3990.0,63.0,22.0,234.0,-38.0,-7.0,-37.0,-61.0,-20.0,12.0
26,2020-04-13,Aichi,328,4201.0,63.0,23.0,242.0,-33.0,-12.0,-45.0,-40.0,-16.0,12.0
27,2020-04-14,Aichi,338,4250.0,63.0,24.0,251.0,-23.0,2.0,6.0,-41.0,-16.0,11.0
28,2020-04-15,Aichi,350,4784.0,66.0,24.0,260.0,-22.0,5.0,20.0,-41.0,-17.0,10.0
29,2020-04-16,Aichi,364,5008.0,66.0,24.0,274.0,-22.0,5.0,20.0,-42.0,-18.0,11.0
30,2020-04-17,Aichi,374,5008.0,66.0,24.0,284.0,-29.0,0.0,-5.0,-46.0,-20.0,14.0
31,2020-04-18,Aichi,391,5008.0,66.0,24.0,301.0,-43.0,-11.0,-54.0,-64.0,-26.0,17.0
32,2020-04-19,Aichi,401,5175.0,66.0,25.0,310.0,-37.0,-1.0,7.0,-59.0,-23.0,12.0
33,2020-04-20,Aichi,406,5535.0,66.0,27.0,313.0,-34.0,-7.0,-33.0,-46.0,-21.0,14.0
34,2020-04-21,Aichi,422,5535.0,66.0,27.0,329.0,-30.0,0.0,15.0,-46.0,-21.0,13.0
35,2020-04-22,Aichi,441,6033.0,67.0,29.0,345.0,-33.0,-4.0,-4.0,-49.0,-22.0,14.0
36,2020-04-23,Aichi,453,6033.0,67.0,29.0,357.0,-32.0,-2.0,5.0,-49.0,-23.0,14.0
37,2020-04-24,Aichi,474,6272.0,66.0,30.0,378.0,-35.0,-2.0,-8.0,-50.0,-24.0,16.0
38,2020-04-25,Aichi,475,6488.0,66.0,30.0,379.0,-38.0,-1.0,1.0,-59.0,-26.0,14.0
39,2020-04-26,Aichi,476,6488.0,66.0,30.0,380.0,-42.0,-6.0,-5.0,-62.0,-27.0,13.0
40,2020-04-27,Aichi,477,6890.0,66.0,30.0,381.0,-30.0,-3.0,13.0,-46.0,-22.0,13.0
41,2020-04-28,Aichi,482,7027.0,66.0,31.0,385.0,-26.0,1.0,14.0,-47.0,-23.0,13.0
42,2020-04-29,Aichi,486,7036.0,67.0,31.0,388.0,-26.0,-5.0,26.0,-65.0,-54.0,20.0
43,2020-04-30,Aichi,488,7327.0,75.0,32.0,381.0,-27.0,4.0,15.0,-49.0,-28.0,16.0
44,2020-05-01,Aichi,491,7403.0,75.0,32.0,384.0,-30.0,1.0,14.0,-53.0,-38.0,21.0
45,2020-05-02,Aichi,491,7403.0,75.0,33.0,383.0,-40.0,-4.0,-6.0,-60.0,-32.0,16.0
46,2020-05-03,Aichi,492,7463.0,75.0,34.0,383.0,-41.0,-7.0,-8.0,-63.0,-29.0,13.0
47,2020-05-04,Aichi,495,,75.0,34.0,386.0,-19.0,-5.0,12.0,-71.0,-76.0,31.0
48,2020-05-05,Aichi,498,7811.0,75.0,34.0,389.0,-15.0,1.0,46.0,-68.0,-76.0,30.0
49,2020-05-06,Aichi,498,7846.0,99.0,35.0,364.0,-30.0,-14.0,-33.0,-73.0,-74.0,32.0
50,2020-05-07,Aichi,498,7866.0,324.0,34.0,140.0,-21.0,4.0,23.0,-47.0,-35.0,17.0
51,2020-05-08,Aichi,491,7958.0,328.0,34.0,129.0,-27.0,1.0,24.0,-49.0,-35.0,19.0
52,2020-05-09,Aichi,491,8027.0,115.0,5.0,371.0,-36.0,-6.0,-13.0,-59.0,-23.0,14.0
53,2020-03-18,Akita,2,109.0,1.0,0.0,1.0,4.0,4.0,17.0,-13.0,-1.0,2.0
54,2020-03-19,Akita,2,114.0,1.0,0.0,1.0,15.0,11.0,39.0,-2.0,-1.0,1.0
55,2020-03-20,Akita,2,114.0,1.0,0.0,1.0,9.0,0.0,-15.0,-27.0,-52.0,18.0
56,2020-03-21,Akita,2,114.0,1.0,0.0,1.0,-1.0,2.0,0.0,-13.0,-6.0,3.0
57,2020-03-22,Akita,2,114.0,1.0,0.0,1.0,-5.0,-2.0,-27.0,-16.0,-2.0,3.0
58,2020-03-23,Akita,2,121.0,1.0,0.0,1.0,3.0,0.0,24.0,-10.0,-3.0,2.0
59,2020-03-24,Akita,2,200.0,,,,7.0,2.0,7.0,-15.0,-2.0,3.0
60,2020-03-25,Akita,2,204.0,1.0,0.0,1.0,12.0,9.0,32.0,-6.0,-2.0,1.0
61,2020-03-26,Akita,2,207.0,1.0,0.0,1.0,10.0,8.0,23.0,-11.0,-2.0,2.0
62,2020-03-27,Akita,4,211.0,1.0,0.0,3.0,3.0,0.0,4.0,-19.0,-2.0,3.0
63,2020-03-28,Akita,4,211.0,2.0,0.0,2.0,3.0,7.0,23.0,-16.0,-3.0,3.0
64,2020-03-29,Akita,4,211.0,2.0,0.0,2.0,-1.0,5.0,19.0,-20.0,0.0,3.0
65,2020-03-30,Akita,4,240.0,2.0,0.0,2.0,8.0,2.0,33.0,-11.0,-5.0,3.0
66,2020-03-31,Akita,6,261.0,2.0,0.0,4.0,6.0,5.0,29.0,-17.0,-4.0,3.0
67,2020-04-01,Akita,6,261.0,2.0,0.0,4.0,-4.0,5.0,3.0,-20.0,-5.0,3.0
68,2020-04-02,Akita,7,321.0,2.0,0.0,5.0,-6.0,2.0,1.0,-21.0,-6.0,5.0
69,2020-04-03,Akita,9,349.0,2.0,0.0,7.0,-7.0,-1.0,19.0,-25.0,-6.0,5.0
70,2020-04-04,Akita,10,349.0,2.0,0.0,8.0,-7.0,6.0,37.0,-26.0,-6.0,5.0
71,2020-04-05,Akita,11,349.0,2.0,0.0,9.0,-14.0,2.0,-23.0,-38.0,-6.0,7.0
72,2020-04-06,Akita,11,419.0,2.0,0.0,9.0,-11.0,-3.0,-3.0,-20.0,-6.0,5.0
73,2020-04-07,Akita,11,443.0,2.0,0.0,9.0,1.0,6.0,23.0,-22.0,-10.0,4.0
74,2020-04-08,Akita,11,463.0,2.0,0.0,9.0,-4.0,4.0,23.0,-19.0,-8.0,3.0
75,2020-04-09,Akita,11,484.0,2.0,0.0,9.0,-9.0,1.0,7.0,-23.0,-6.0,4.0
76,2020-04-10,Akita,12,491.0,5.0,0.0,7.0,-11.0,3.0,-4.0,-30.0,-7.0,5.0
77,2020-04-11,Akita,13,491.0,5.0,0.0,8.0,-10.0,6.0,52.0,-30.0,-14.0,7.0
78,2020-04-12,Akita,15,491.0,5.0,0.0,10.0,-20.0,2.0,16.0,-38.0,-8.0,7.0
79,2020-04-13,Akita,15,555.0,5.0,0.0,10.0,-13.0,-1.0,18.0,-26.0,-7.0,5.0
80,2020-04-14,Akita,16,603.0,5.0,0.0,11.0,-11.0,2.0,24.0,-26.0,-7.0,5.0
81,2020-04-15,Akita,16,666.0,5.0,0.0,11.0,-8.0,9.0,23.0,-27.0,-7.0,4.0
82,2020-04-16,Akita,16,688.0,5.0,0.0,11.0,-8.0,6.0,54.0,-23.0,-7.0,5.0
83,2020-04-17,Akita,16,706.0,5.0,0.0,11.0,-13.0,1.0,59.0,-28.0,-8.0,6.0
84,2020-04-18,Akita,16,706.0,5.0,0.0,11.0,-26.0,1.0,-1.0,-42.0,-10.0,9.0
85,2020-04-19,Akita,16,706.0,5.0,0.0,11.0,-25.0,0.0,91.0,-33.0,-12.0,7.0
86,2020-04-20,Akita,16,736.0,5.0,0.0,11.0,-21.0,-2.0,-5.0,-34.0,-9.0,7.0
87,2020-04-21,Akita,16,753.0,5.0,0.0,11.0,-17.0,1.0,24.0,-36.0,-11.0,7.0
88,2020-04-22,Akita,16,767.0,5.0,0.0,11.0,-19.0,1.0,11.0,-37.0,-12.0,7.0
89,2020-04-23,Akita,16,776.0,7.0,0.0,9.0,-23.0,-2.0,6.0,-36.0,-11.0,8.0
90,2020-04-24,Akita,16,786.0,7.0,0.0,9.0,-21.0,0.0,21.0,-39.0,-11.0,9.0
91,2020-04-25,Akita,16,786.0,7.0,0.0,9.0,-29.0,1.0,23.0,-48.0,-22.0,11.0
92,2020-04-26,Akita,16,786.0,7.0,0.0,9.0,-33.0,-5.0,2.0,-54.0,-20.0,10.0
93,2020-04-27,Akita,16,818.0,7.0,0.0,9.0,-18.0,-1.0,44.0,-36.0,-14.0,8.0
94,2020-04-28,Akita,16,827.0,7.0,0.0,9.0,-14.0,2.0,25.0,-42.0,-15.0,7.0
95,2020-04-29,Akita,16,827.0,7.0,0.0,9.0,-15.0,-3.0,36.0,-51.0,-60.0,18.0
96,2020-04-30,Akita,16,850.0,7.0,0.0,9.0,-15.0,5.0,51.0,-35.0,-18.0,9.0
97,2020-05-01,Akita,16,852.0,13.0,0.0,3.0,-22.0,1.0,8.0,-47.0,-22.0,13.0
98,2020-05-02,Akita,16,852.0,13.0,0.0,3.0,-28.0,-2.0,42.0,-46.0,-24.0,11.0
99,2020-05-03,Akita,16,852.0,13.0,0.0,3.0,-27.0,-2.0,89.0,-37.0,-23.0,7.0
100,2020-05-04,Akita,16,,13.0,0.0,3.0,-4.0,-2.0,87.0,-45.0,-69.0,24.0
101,2020-05-05,Akita,16,852.0,13.0,0.0,3.0,4.0,6.0,88.0,-45.0,-70.0,23.0
102,2020-05-06,Akita,16,852.0,13.0,0.0,3.0,-8.0,-1.0,64.0,-48.0,-67.0,24.0
103,2020-05-07,Akita,16,880.0,13.0,0.0,3.0,-16.0,0.0,35.0,-35.0,-11.0,7.0
104,2020-05-08,Akita,16,861.0,0.0,,,-19.0,-4.0,54.0,-36.0,-11.0,8.0
105,2020-05-09,Akita,16,861.0,,,,-20.0,0.0,57.0,-36.0,-6.0,6.0
106,2020-03-18,Aomori,0,75.0,0.0,0.0,0.0,7.0,6.0,19.0,-11.0,-1.0,1.0
107,2020-03-19,Aomori,0,79.0,0.0,0.0,0.0,15.0,8.0,25.0,-4.0,-4.0,0.0
108,2020-03-20,Aomori,0,85.0,0.0,0.0,0.0,10.0,0.0,-17.0,-29.0,-50.0,17.0
109,2020-03-21,Aomori,0,88.0,0.0,0.0,0.0,-2.0,2.0,2.0,-12.0,-4.0,3.0
110,2020-03-22,Aomori,0,90.0,0.0,0.0,0.0,-5.0,0.0,0.0,-9.0,-2.0,2.0
111,2020-03-23,Aomori,2,83.0,0.0,0.0,2.0,1.0,-1.0,11.0,-13.0,-2.0,2.0
112,2020-03-24,Aomori,2,85.0,,,,5.0,3.0,8.0,-14.0,-3.0,3.0
113,2020-03-25,Aomori,8,102.0,0.0,0.0,8.0,12.0,12.0,26.0,-9.0,-3.0,1.0
114,2020-03-26,Aomori,6,116.0,0.0,0.0,6.0,4.0,7.0,14.0,-13.0,-4.0,3.0
115,2020-03-27,Aomori,6,123.0,0.0,0.0,6.0,-2.0,3.0,9.0,-20.0,-4.0,4.0
116,2020-03-28,Aomori,6,124.0,0.0,0.0,6.0,-4.0,3.0,8.0,-19.0,-3.0,3.0
117,2020-03-29,Aomori,7,132.0,0.0,0.0,7.0,-11.0,1.0,11.0,-20.0,0.0,3.0
118,2020-03-30,Aomori,7,132.0,0.0,0.0,7.0,3.0,-1.0,20.0,-16.0,-5.0,3.0
119,2020-03-31,Aomori,8,137.0,0.0,0.0,8.0,4.0,5.0,22.0,-16.0,-5.0,3.0
120,2020-04-01,Aomori,8,137.0,0.0,0.0,8.0,-4.0,6.0,9.0,-19.0,-5.0,3.0
121,2020-04-02,Aomori,9,160.0,0.0,0.0,9.0,-7.0,2.0,-7.0,-24.0,-8.0,5.0
122,2020-04-03,Aomori,11,180.0,0.0,0.0,11.0,-11.0,1.0,8.0,-27.0,-7.0,5.0
123,2020-04-04,Aomori,11,188.0,0.0,0.0,11.0,-15.0,4.0,19.0,-25.0,-6.0,5.0
124,2020-04-05,Aomori,11,199.0,0.0,0.0,11.0,-21.0,2.0,-12.0,-35.0,-8.0,6.0
125,2020-04-06,Aomori,11,233.0,0.0,0.0,11.0,-13.0,-3.0,-13.0,-25.0,-8.0,5.0
126,2020-04-07,Aomori,11,249.0,0.0,0.0,11.0,-2.0,5.0,17.0,-20.0,-12.0,4.0
127,2020-04-08,Aomori,12,260.0,0.0,0.0,12.0,-9.0,5.0,20.0,-19.0,-7.0,3.0
128,2020-04-09,Aomori,14,278.0,0.0,0.0,14.0,-14.0,1.0,-2.0,-24.0,-7.0,5.0
129,2020-04-10,Aomori,14,313.0,3.0,0.0,11.0,-17.0,2.0,-5.0,-29.0,-6.0,5.0
130,2020-04-11,Aomori,22,313.0,3.0,0.0,19.0,-19.0,2.0,2.0,-33.0,-13.0,7.0
131,2020-04-12,Aomori,22,313.0,3.0,0.0,19.0,-27.0,-3.0,-16.0,-42.0,-11.0,7.0
132,2020-04-13,Aomori,22,391.0,4.0,0.0,18.0,-17.0,-4.0,-12.0,-28.0,-7.0,5.0
133,2020-04-14,Aomori,22,410.0,5.0,0.0,17.0,-11.0,2.0,14.0,-22.0,-7.0,4.0
134,2020-04-15,Aomori,22,433.0,5.0,0.0,17.0,-7.0,10.0,6.0,-23.0,-7.0,4.0
135,2020-04-16,Aomori,22,447.0,5.0,0.0,17.0,-10.0,6.0,19.0,-24.0,-8.0,4.0
136,2020-04-17,Aomori,22,468.0,5.0,0.0,17.0,-16.0,1.0,16.0,-30.0,-8.0,6.0
137,2020-04-18,Aomori,22,483.0,6.0,0.0,16.0,-24.0,1.0,-8.0,-36.0,-9.0,7.0
138,2020-04-19,Aomori,22,494.0,6.0,0.0,16.0,-32.0,-7.0,-34.0,-45.0,-13.0,9.0
139,2020-04-20,Aomori,22,474.0,9.0,0.0,13.0,-21.0,-2.0,-20.0,-35.0,-9.0,7.0
140,2020-04-21,Aomori,22,487.0,10.0,0.0,12.0,-17.0,0.0,0.0,-32.0,-11.0,7.0
141,2020-04-22,Aomori,22,501.0,10.0,0.0,12.0,-16.0,3.0,7.0,-33.0,-12.0,7.0
142,2020-04-23,Aomori,22,506.0,14.0,0.0,8.0,-22.0,-2.0,-9.0,-36.0,-13.0,8.0
143,2020-04-24,Aomori,22,517.0,14.0,0.0,8.0,-21.0,1.0,2.0,-38.0,-12.0,8.0
144,2020-04-25,Aomori,22,526.0,14.0,0.0,8.0,-25.0,0.0,9.0,-36.0,-14.0,8.0
145,2020-04-26,Aomori,22,540.0,14.0,0.0,8.0,-32.0,-4.0,-4.0,-45.0,-15.0,8.0
146,2020-04-27,Aomori,23,580.0,14.0,0.0,9.0,-17.0,-3.0,3.0,-35.0,-13.0,8.0
147,2020-04-28,Aomori,26,598.0,14.0,0.0,12.0,-9.0,5.0,15.0,-32.0,-13.0,6.0
148,2020-04-29,Aomori,26,613.0,14.0,0.0,12.0,-10.0,0.0,31.0,-46.0,-58.0,17.0
149,2020-04-30,Aomori,26,639.0,14.0,0.0,12.0,-16.0,5.0,19.0,-36.0,-20.0,9.0
150,2020-05-01,Aomori,26,643.0,14.0,0.0,12.0,-23.0,2.0,11.0,-42.0,-23.0,12.0
151,2020-05-02,Aomori,26,643.0,14.0,0.0,12.0,-31.0,-3.0,14.0,-42.0,-23.0,10.0
152,2020-05-03,Aomori,26,643.0,14.0,0.0,12.0,-32.0,-2.0,33.0,-40.0,-22.0,7.0
153,2020-05-04,Aomori,26,,14.0,0.0,12.0,-7.0,-2.0,28.0,-47.0,-68.0,23.0
154,2020-05-05,Aomori,26,643.0,15.0,0.0,11.0,2.0,7.0,43.0,-43.0,-68.0,23.0
155,2020-05-06,Aomori,26,643.0,15.0,0.0,11.0,-10.0,-1.0,17.0,-49.0,-65.0,23.0
156,2020-05-07,Aomori,26,714.0,15.0,0.0,11.0,-15.0,1.0,8.0,-31.0,-10.0,6.0
157,2020-05-08,Aomori,27,728.0,17.0,,,-19.0,-2.0,15.0,-32.0,-10.0,7.0
158,2020-05-09,Aomori,27,749.0,,,,-21.0,-2.0,22.0,-31.0,-5.0,6.0
159,2020-03-18,Chiba,33,,9.0,0.0,24.0,-4.0,6.0,45.0,-15.0,-5.0,4.0
160,2020-03-19,Chiba,36,,9.0,0.0,27.0,1.0,6.0,22.0,-14.0,-6.0,3.0
161,2020-03-20,Chiba,41,,12.0,0.0,29.0,13.0,11.0,65.0,-40.0,-58.0,19.0
162,2020-03-21,Chiba,42,,14.0,0.0,28.0,-8.0,7.0,49.0,-19.0,-7.0,3.0
163,2020-03-22,Chiba,44,,15.0,0.0,29.0,-10.0,5.0,46.0,-22.0,-4.0,3.0
164,2020-03-23,Chiba,47,31.0,15.0,0.0,32.0,-9.0,-1.0,7.0,-17.0,-4.0,4.0
165,2020-03-24,Chiba,48,39.0,,,,-3.0,3.0,23.0,-17.0,-5.0,5.0
166,2020-03-25,Chiba,53,100.0,17.0,0.0,36.0,-1.0,10.0,65.0,-15.0,-6.0,3.0
167,2020-03-26,Chiba,56,108.0,18.0,0.0,38.0,1.0,18.0,54.0,-16.0,-7.0,4.0
168,2020-03-27,Chiba,62,169.0,18.0,0.0,44.0,-9.0,10.0,19.0,-23.0,-9.0,7.0
169,2020-03-28,Chiba,126,207.0,19.0,1.0,106.0,-22.0,1.0,-22.0,-39.0,-10.0,9.0
170,2020-03-29,Chiba,160,237.0,19.0,1.0,140.0,-43.0,-21.0,-61.0,-53.0,-15.0,11.0
171,2020-03-30,Chiba,160,362.0,19.0,1.0,140.0,-10.0,6.0,9.0,-25.0,-10.0,7.0
172,2020-03-31,Chiba,164,527.0,19.0,1.0,144.0,-7.0,7.0,15.0,-25.0,-9.0,7.0
173,2020-04-01,Chiba,175,527.0,23.0,1.0,151.0,-25.0,-7.0,-36.0,-29.0,-13.0,9.0
174,2020-04-02,Chiba,181,712.0,26.0,1.0,154.0,-14.0,7.0,15.0,-28.0,-14.0,9.0
175,2020-04-03,Chiba,192,788.0,31.0,1.0,160.0,-15.0,9.0,40.0,-30.0,-14.0,9.0
176,2020-04-04,Chiba,219,828.0,31.0,1.0,187.0,-27.0,6.0,28.0,-44.0,-16.0,10.0
177,2020-04-05,Chiba,238,876.0,32.0,1.0,205.0,-35.0,-1.0,-14.0,-53.0,-18.0,10.0
178,2020-04-06,Chiba,253,1297.0,32.0,1.0,220.0,-16.0,10.0,25.0,-28.0,-13.0,8.0
179,2020-04-07,Chiba,284,3069.0,32.0,1.0,251.0,-13.0,7.0,19.0,-32.0,-18.0,10.0
180,2020-04-08,Chiba,317,1500.0,32.0,1.0,284.0,-27.0,3.0,36.0,-41.0,-23.0,13.0
181,2020-04-09,Chiba,342,1500.0,35.0,1.0,306.0,-28.0,1.0,18.0,-43.0,-26.0,15.0
182,2020-04-10,Chiba,375,1691.0,37.0,2.0,336.0,-30.0,5.0,15.0,-45.0,-26.0,16.0
183,2020-04-11,Chiba,411,1743.0,38.0,4.0,369.0,-34.0,3.0,17.0,-53.0,-26.0,13.0
184,2020-04-12,Chiba,455,1743.0,39.0,4.0,412.0,-42.0,-5.0,-11.0,-61.0,-27.0,13.0
185,2020-04-13,Chiba,474,2329.0,39.0,4.0,431.0,-50.0,-27.0,-57.0,-52.0,-31.0,19.0
186,2020-04-14,Chiba,490,2447.0,45.0,5.0,440.0,-23.0,9.0,21.0,-48.0,-30.0,17.0
187,2020-04-15,Chiba,525,2688.0,45.0,5.0,475.0,-25.0,10.0,46.0,-47.0,-31.0,16.0
188,2020-04-16,Chiba,539,3006.0,51.0,6.0,482.0,-29.0,6.0,14.0,-49.0,-33.0,18.0
189,2020-04-17,Chiba,609,3286.0,54.0,6.0,549.0,-30.0,10.0,22.0,-51.0,-32.0,19.0
190,2020-04-18,Chiba,643,3308.0,67.0,7.0,569.0,-61.0,-31.0,-64.0,-67.0,-34.0,20.0
191,2020-04-19,Chiba,661,3411.0,71.0,8.0,582.0,-40.0,4.0,40.0,-55.0,-25.0,11.0
192,2020-04-20,Chiba,683,3803.0,77.0,8.0,598.0,-44.0,-14.0,-50.0,-53.0,-33.0,19.0
193,2020-04-21,Chiba,704,4061.0,80.0,11.0,613.0,-31.0,3.0,23.0,-50.0,-33.0,18.0
194,2020-04-22,Chiba,725,4284.0,80.0,11.0,634.0,-36.0,-3.0,22.0,-52.0,-34.0,18.0
195,2020-04-23,Chiba,749,4646.0,82.0,16.0,651.0,-35.0,-1.0,24.0,-51.0,-34.0,18.0
196,2020-04-24,Chiba,768,4879.0,95.0,18.0,655.0,-37.0,0.0,10.0,-51.0,-33.0,20.0
197,2020-04-25,Chiba,778,5028.0,97.0,19.0,662.0,-43.0,-4.0,3.0,-55.0,-28.0,15.0
198,2020-04-26,Chiba,786,5163.0,97.0,19.0,670.0,-48.0,-9.0,3.0,-60.0,-29.0,13.0
199,2020-04-27,Chiba,793,5512.0,98.0,23.0,672.0,-39.0,-9.0,-14.0,-50.0,-33.0,19.0
200,2020-04-28,Chiba,801,5636.0,101.0,23.0,677.0,-28.0,3.0,14.0,-50.0,-34.0,18.0
201,2020-04-29,Chiba,806,5753.0,102.0,23.0,681.0,-27.0,-2.0,64.0,-68.0,-68.0,26.0
202,2020-04-30,Chiba,810,6141.0,103.0,24.0,683.0,-29.0,4.0,22.0,-50.0,-37.0,19.0
203,2020-05-01,Chiba,816,6374.0,105.0,25.0,686.0,-34.0,1.0,22.0,-53.0,-39.0,22.0
204,2020-05-02,Chiba,823,6374.0,105.0,25.0,693.0,-44.0,-6.0,3.0,-57.0,-32.0,16.0
205,2020-05-03,Chiba,828,6374.0,105.0,26.0,697.0,-45.0,-6.0,10.0,-59.0,-31.0,13.0
206,2020-05-04,Chiba,834,,111.0,26.0,697.0,-30.0,-9.0,-5.0,-72.0,-73.0,32.0
207,2020-05-05,Chiba,835,6374.0,136.0,27.0,672.0,-20.0,1.0,52.0,-69.0,-73.0,31.0
208,2020-05-06,Chiba,837,6374.0,179.0,28.0,630.0,-38.0,-15.0,-18.0,-73.0,-72.0,32.0
209,2020-05-07,Chiba,842,7308.0,253.0,33.0,556.0,-32.0,1.0,20.0,-45.0,-30.0,17.0
210,2020-05-08,Chiba,876,11882.0,423.0,38.0,415.0,-35.0,0.0,27.0,-48.0,-31.0,18.0
211,2020-05-09,Chiba,879,12290.0,224.0,12.0,643.0,-41.0,-6.0,-1.0,-53.0,-23.0,14.0
212,2020-03-18,Ehime,3,181.0,1.0,0.0,2.0,1.0,0.0,20.0,-8.0,-2.0,2.0
213,2020-03-19,Ehime,3,181.0,1.0,0.0,2.0,7.0,4.0,19.0,-2.0,-2.0,1.0
214,2020-03-20,Ehime,3,181.0,1.0,0.0,2.0,18.0,6.0,69.0,-1.0,-48.0,13.0
215,2020-03-21,Ehime,3,181.0,1.0,0.0,2.0,-5.0,5.0,35.0,0.0,-6.0,3.0
216,2020-03-22,Ehime,3,181.0,1.0,0.0,2.0,-5.0,2.0,27.0,-6.0,-2.0,3.0
217,2020-03-23,Ehime,3,208.0,1.0,0.0,2.0,3.0,2.0,32.0,-6.0,-1.0,2.0
218,2020-03-24,Ehime,3,215.0,,,,5.0,2.0,40.0,-7.0,-3.0,2.0
219,2020-03-25,Ehime,3,219.0,1.0,0.0,2.0,7.0,3.0,29.0,-5.0,-2.0,1.0
220,2020-03-26,Ehime,3,223.0,1.0,0.0,2.0,2.0,5.0,10.0,-7.0,-2.0,2.0
221,2020-03-27,Ehime,4,234.0,1.0,0.0,3.0,-5.0,-2.0,-31.0,-16.0,-4.0,5.0
222,2020-03-28,Ehime,4,234.0,2.0,0.0,2.0,-11.0,0.0,-38.0,-24.0,-4.0,6.0
223,2020-03-29,Ehime,4,234.0,2.0,0.0,2.0,-5.0,5.0,29.0,-12.0,0.0,3.0
224,2020-03-30,Ehime,4,250.0,2.0,0.0,2.0,0.0,2.0,2.0,-13.0,-3.0,3.0
225,2020-03-31,Ehime,9,267.0,2.0,0.0,7.0,0.0,4.0,21.0,-11.0,-3.0,3.0
226,2020-04-01,Ehime,9,267.0,2.0,0.0,7.0,-11.0,-5.0,-30.0,-23.0,-7.0,5.0
227,2020-04-02,Ehime,11,312.0,2.0,0.0,9.0,-5.0,5.0,40.0,-13.0,-6.0,3.0
228,2020-04-03,Ehime,11,350.0,3.0,1.0,7.0,-12.0,2.0,35.0,-18.0,-7.0,5.0
229,2020-04-04,Ehime,12,350.0,3.0,1.0,8.0,-16.0,7.0,41.0,-21.0,-6.0,6.0
230,2020-04-05,Ehime,12,350.0,3.0,1.0,8.0,-18.0,4.0,58.0,-24.0,-6.0,6.0
231,2020-04-06,Ehime,14,407.0,4.0,1.0,9.0,-9.0,3.0,45.0,-18.0,-5.0,4.0
232,2020-04-07,Ehime,23,418.0,4.0,1.0,18.0,-10.0,3.0,50.0,-20.0,-7.0,4.0
233,2020-04-08,Ehime,25,450.0,4.0,1.0,20.0,-11.0,1.0,28.0,-20.0,-9.0,5.0
