,date,prefecture,confirmed,tested,recovered,deaths,infected,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
600,2020-04-04,Hokkaido,193,2296.0,130.0,8.0,55.0,-12.0,5.0,1.0,-31.0,-6.0,6.0
601,2020-04-05,Hokkaido,194,2296.0,130.0,8.0,56.0,-14.0,2.0,-16.0,-36.0,-11.0,5.0
602,2020-04-06,Hokkaido,194,2445.0,141.0,9.0,44.0,-11.0,-2.0,-12.0,-23.0,-9.0,5.0
603,2020-04-07,Hokkaido,198,2476.0,143.0,9.0,46.0,-11.0,4.0,-9.0,-25.0,-9.0,5.0
604,2020-04-08,Hokkaido,208,2488.0,146.0,9.0,53.0,-11.0,-1.0,4.0,-24.0,-8.0,5.0
605,2020-04-09,Hokkaido,226,2488.0,145.0,10.0,71.0,-19.0,-3.0,-20.0,-26.0,-8.0,6.0
606,2020-04-10,Hokkaido,239,2690.0,148.0,11.0,80.0,-16.0,8.0,-13.0,-27.0,-7.0,5.0
607,2020-04-11,Hokkaido,255,2836.0,158.0,11.0,86.0,-17.0,3.0,-8.0,-39.0,-12.0,7.0
608,2020-04-12,Hokkaido,267,2836.0,158.0,11.0,98.0,-18.0,2.0,12.0,-37.0,-12.0,5.0
609,2020-04-13,Hokkaido,272,3257.0,161.0,11.0,100.0,-16.0,-2.0,7.0,-26.0,-7.0,4.0
610,2020-04-14,Hokkaido,279,3297.0,161.0,12.0,106.0,-17.0,-1.0,3.0,-31.0,-9.0,6.0
611,2020-04-15,Hokkaido,302,3473.0,161.0,13.0,128.0,-14.0,6.0,0.0,-31.0,-9.0,6.0
612,2020-04-16,Hokkaido,336,3625.0,163.0,14.0,159.0,-17.0,4.0,-2.0,-32.0,-10.0,6.0
613,2020-04-17,Hokkaido,370,3735.0,171.0,14.0,185.0,-20.0,6.0,12.0,-34.0,-10.0,6.0
614,2020-04-18,Hokkaido,407,3768.0,171.0,16.0,220.0,-32.0,-1.0,-3.0,-45.0,-12.0,9.0
615,2020-04-19,Hokkaido,434,3987.0,171.0,18.0,245.0,-32.0,-3.0,22.0,-45.0,-18.0,7.0
616,2020-04-20,Hokkaido,451,4245.0,171.0,18.0,262.0,-29.0,-2.0,-21.0,-39.0,-14.0,8.0
617,2020-04-21,Hokkaido,473,4554.0,179.0,21.0,273.0,-28.0,0.0,-12.0,-41.0,-17.0,9.0
618,2020-04-22,Hokkaido,495,4803.0,188.0,22.0,285.0,-29.0,-5.0,-8.0,-43.0,-18.0,10.0
619,2020-04-23,Hokkaido,540,5112.0,195.0,25.0,320.0,-32.0,-3.0,-16.0,-43.0,-18.0,11.0
620,2020-04-24,Hokkaido,562,5362.0,196.0,25.0,341.0,-29.0,4.0,-4.0,-43.0,-18.0,10.0
621,2020-04-25,Hokkaido,601,5362.0,201.0,25.0,375.0,-37.0,-1.0,-16.0,-51.0,-21.0,11.0
622,2020-04-26,Hokkaido,615,5362.0,202.0,25.0,388.0,-41.0,-10.0,-35.0,-57.0,-26.0,10.0
623,2020-04-27,Hokkaido,650,6149.0,202.0,26.0,422.0,-27.0,-1.0,-7.0,-43.0,-20.0,10.0
624,2020-04-28,Hokkaido,688,6312.0,202.0,26.0,460.0,-24.0,3.0,3.0,-42.0,-21.0,9.0
625,2020-04-29,Hokkaido,726,6312.0,209.0,26.0,491.0,-29.0,-10.0,-18.0,-64.0,-61.0,19.0
626,2020-04-30,Hokkaido,767,6892.0,209.0,27.0,531.0,-23.0,7.0,22.0,-42.0,-24.0,11.0
627,2020-05-01,Hokkaido,790,7054.0,248.0,29.0,513.0,-30.0,5.0,5.0,-48.0,-27.0,13.0
628,2020-05-02,Hokkaido,823,7054.0,248.0,29.0,546.0,-39.0,-4.0,10.0,-52.0,-26.0,12.0
629,2020-05-03,Hokkaido,847,7054.0,248.0,33.0,566.0,-39.0,-7.0,30.0,-49.0,-27.0,8.0
630,2020-05-04,Hokkaido,879,,254.0,36.0,589.0,-25.0,-7.0,9.0,-64.0,-69.0,23.0
631,2020-05-05,Hokkaido,891,7054.0,286.0,43.0,562.0,-19.0,3.0,17.0,-62.0,-69.0,23.0
632,2020-05-06,Hokkaido,914,7054.0,286.0,43.0,585.0,-34.0,-15.0,-25.0,-67.0,-67.0,24.0
633,2020-05-07,Hokkaido,928,7827.0,302.0,45.0,581.0,-28.0,1.0,8.0,-42.0,-18.0,10.0
634,2020-05-08,Hokkaido,928,8013.0,394.0,47.0,487.0,-30.0,1.0,23.0,-43.0,-19.0,10.0
635,2020-05-09,Hokkaido,934,8319.0,462.0,23.0,449.0,-32.0,-1.0,25.0,-48.0,-17.0,9.0
636,2020-03-18,Hyogo,90,1020.0,0.0,3.0,87.0,-3.0,3.0,21.0,-14.0,-3.0,3.0
637,2020-03-19,Hyogo,91,1108.0,1.0,4.0,86.0,5.0,8.0,21.0,-9.0,-3.0,2.0
638,2020-03-20,Hyogo,100,1120.0,1.0,4.0,95.0,10.0,10.0,49.0,-35.0,-55.0,17.0
639,2020-03-21,Hyogo,106,1126.0,2.0,4.0,100.0,-8.0,6.0,29.0,-23.0,-8.0,4.0
640,2020-03-22,Hyogo,110,1127.0,2.0,6.0,102.0,-11.0,2.0,-2.0,-25.0,-4.0,4.0
641,2020-03-23,Hyogo,112,1518.0,2.0,6.0,104.0,-3.0,2.0,19.0,-12.0,-2.0,3.0
642,2020-03-24,Hyogo,115,1607.0,,,,-2.0,4.0,17.0,-15.0,-3.0,3.0
643,2020-03-25,Hyogo,116,1855.0,5.0,6.0,105.0,1.0,6.0,25.0,-11.0,-3.0,3.0
644,2020-03-26,Hyogo,118,2031.0,5.0,6.0,107.0,0.0,11.0,26.0,-12.0,-4.0,3.0
645,2020-03-27,Hyogo,122,2121.0,5.0,5.0,112.0,-14.0,-5.0,-35.0,-19.0,-6.0,7.0
646,2020-03-28,Hyogo,125,2142.0,18.0,8.0,99.0,-15.0,1.0,-30.0,-31.0,-6.0,6.0
647,2020-03-29,Hyogo,132,2146.0,18.0,10.0,104.0,-12.0,5.0,-10.0,-31.0,-4.0,5.0
648,2020-03-30,Hyogo,136,2399.0,18.0,10.0,108.0,-5.0,5.0,5.0,-16.0,-4.0,4.0
649,2020-03-31,Hyogo,147,2462.0,18.0,11.0,118.0,-3.0,7.0,24.0,-17.0,-5.0,4.0
650,2020-04-01,Hyogo,161,2462.0,18.0,11.0,132.0,-20.0,-8.0,-34.0,-23.0,-8.0,6.0
651,2020-04-02,Hyogo,167,2610.0,18.0,11.0,138.0,-9.0,9.0,19.0,-20.0,-7.0,5.0
652,2020-04-03,Hyogo,172,2791.0,51.0,11.0,110.0,-12.0,7.0,31.0,-21.0,-7.0,6.0
653,2020-04-04,Hyogo,182,2805.0,52.0,11.0,119.0,-15.0,9.0,42.0,-34.0,-11.0,7.0
654,2020-04-05,Hyogo,195,2805.0,52.0,11.0,132.0,-18.0,6.0,14.0,-39.0,-11.0,6.0
655,2020-04-06,Hyogo,201,3054.0,53.0,12.0,136.0,-10.0,11.0,27.0,-20.0,-6.0,5.0
656,2020-04-07,Hyogo,216,3151.0,53.0,12.0,151.0,-11.0,10.0,23.0,-24.0,-9.0,6.0
657,2020-04-08,Hyogo,216,3327.0,53.0,12.0,151.0,-22.0,3.0,19.0,-30.0,-15.0,8.0
658,2020-04-09,Hyogo,273,3496.0,58.0,12.0,203.0,-24.0,4.0,19.0,-34.0,-17.0,10.0
659,2020-04-10,Hyogo,316,3691.0,59.0,12.0,245.0,-28.0,5.0,5.0,-37.0,-17.0,11.0
660,2020-04-11,Hyogo,358,3830.0,59.0,13.0,286.0,-31.0,7.0,7.0,-51.0,-24.0,12.0
661,2020-04-12,Hyogo,375,3830.0,59.0,13.0,303.0,-49.0,-18.0,-74.0,-65.0,-28.0,14.0
662,2020-04-13,Hyogo,384,4250.0,59.0,14.0,311.0,-37.0,-9.0,-46.0,-42.0,-20.0,13.0
663,2020-04-14,Hyogo,403,4403.0,61.0,15.0,327.0,-25.0,7.0,22.0,-40.0,-21.0,11.0
664,2020-04-15,Hyogo,423,4640.0,61.0,15.0,347.0,-25.0,7.0,21.0,-40.0,-23.0,12.0
665,2020-04-16,Hyogo,453,4851.0,63.0,17.0,373.0,-28.0,7.0,20.0,-42.0,-24.0,13.0
666,2020-04-17,Hyogo,480,5060.0,63.0,17.0,400.0,-31.0,6.0,9.0,-45.0,-25.0,15.0
667,2020-04-18,Hyogo,502,5070.0,65.0,17.0,420.0,-43.0,-7.0,-34.0,-58.0,-28.0,15.0
668,2020-04-19,Hyogo,513,5280.0,65.0,17.0,431.0,-41.0,-3.0,-11.0,-57.0,-27.0,11.0
669,2020-04-20,Hyogo,524,5610.0,65.0,17.0,442.0,-33.0,-1.0,-7.0,-43.0,-23.0,14.0
670,2020-04-21,Hyogo,546,5714.0,65.0,17.0,464.0,-32.0,1.0,17.0,-44.0,-25.0,13.0
671,2020-04-22,Hyogo,563,5972.0,65.0,17.0,481.0,-34.0,-3.0,4.0,-46.0,-26.0,14.0
672,2020-04-23,Hyogo,581,6213.0,67.0,17.0,497.0,-36.0,-2.0,-1.0,-46.0,-27.0,15.0
673,2020-04-24,Hyogo,605,6463.0,68.0,17.0,520.0,-37.0,1.0,-5.0,-46.0,-26.0,16.0
674,2020-04-25,Hyogo,619,6641.0,72.0,17.0,530.0,-39.0,-1.0,-1.0,-54.0,-27.0,13.0
675,2020-04-26,Hyogo,627,6831.0,77.0,17.0,533.0,-44.0,-7.0,-19.0,-59.0,-28.0,12.0
676,2020-04-27,Hyogo,629,6922.0,85.0,17.0,527.0,-32.0,-1.0,8.0,-43.0,-24.0,14.0
677,2020-04-28,Hyogo,636,7063.0,80.0,17.0,539.0,-27.0,4.0,18.0,-44.0,-26.0,13.0
678,2020-04-29,Hyogo,642,7076.0,81.0,17.0,544.0,-26.0,-3.0,30.0,-63.0,-66.0,22.0
679,2020-04-30,Hyogo,645,7481.0,81.0,17.0,547.0,-26.0,7.0,14.0,-46.0,-33.0,16.0
680,2020-05-01,Hyogo,650,7621.0,83.0,18.0,549.0,-32.0,4.0,12.0,-49.0,-36.0,19.0
681,2020-05-02,Hyogo,654,7891.0,86.0,18.0,550.0,-41.0,-3.0,-5.0,-55.0,-30.0,14.0
682,2020-05-03,Hyogo,667,8052.0,90.0,18.0,559.0,-46.0,-11.0,-38.0,-62.0,-31.0,13.0
683,2020-05-04,Hyogo,667,,90.0,18.0,559.0,-24.0,-2.0,21.0,-65.0,-72.0,28.0
684,2020-05-05,Hyogo,673,8294.0,96.0,18.0,559.0,-20.0,4.0,44.0,-63.0,-72.0,27.0
685,2020-05-06,Hyogo,676,8358.0,99.0,19.0,558.0,-30.0,-6.0,7.0,-66.0,-70.0,27.0
686,2020-05-07,Hyogo,679,8516.0,100.0,19.0,560.0,-30.0,1.0,8.0,-41.0,-23.0,13.0
687,2020-05-08,Hyogo,681,8654.0,454.0,32.0,195.0,-34.0,2.0,8.0,-43.0,-24.0,15.0
688,2020-05-09,Hyogo,688,8850.0,185.0,23.0,480.0,-41.0,-3.0,-24.0,-54.0,-21.0,13.0
689,2020-03-18,Ibaraki,2,454.0,0.0,0.0,2.0,1.0,4.0,29.0,-15.0,-2.0,3.0
690,2020-03-19,Ibaraki,3,464.0,0.0,0.0,3.0,10.0,7.0,13.0,-10.0,-4.0,2.0
691,2020-03-20,Ibaraki,3,464.0,0.0,0.0,3.0,18.0,10.0,42.0,-24.0,-54.0,18.0
692,2020-03-21,Ibaraki,3,464.0,0.0,0.0,3.0,0.0,7.0,41.0,-11.0,-6.0,4.0
693,2020-03-22,Ibaraki,3,464.0,0.0,0.0,3.0,-4.0,5.0,41.0,-9.0,-2.0,3.0
694,2020-03-23,Ibaraki,5,654.0,0.0,0.0,5.0,0.0,-1.0,8.0,-14.0,-3.0,3.0
695,2020-03-24,Ibaraki,5,576.0,,,,3.0,3.0,10.0,-15.0,-3.0,3.0
696,2020-03-25,Ibaraki,9,656.0,0.0,0.0,9.0,5.0,7.0,45.0,-12.0,-3.0,2.0
697,2020-03-26,Ibaraki,10,716.0,0.0,0.0,10.0,6.0,11.0,35.0,-14.0,-4.0,3.0
698,2020-03-27,Ibaraki,11,770.0,0.0,0.0,11.0,-3.0,8.0,21.0,-20.0,-5.0,5.0
699,2020-03-28,Ibaraki,13,770.0,0.0,0.0,13.0,-12.0,1.0,-29.0,-36.0,-5.0,7.0
700,2020-03-29,Ibaraki,16,770.0,0.0,0.0,16.0,-31.0,-16.0,-60.0,-51.0,-10.0,10.0
701,2020-03-30,Ibaraki,20,921.0,0.0,0.0,20.0,-1.0,3.0,5.0,-20.0,-6.0,5.0
702,2020-03-31,Ibaraki,24,1028.0,0.0,0.0,24.0,0.0,6.0,7.0,-22.0,-5.0,4.0
703,2020-04-01,Ibaraki,24,1028.0,0.0,1.0,23.0,-14.0,-2.0,-25.0,-29.0,-7.0,6.0
704,2020-04-02,Ibaraki,26,1266.0,0.0,2.0,24.0,-7.0,5.0,6.0,-26.0,-8.0,6.0
705,2020-04-03,Ibaraki,54,1383.0,1.0,2.0,51.0,-11.0,6.0,30.0,-28.0,-8.0,7.0
706,2020-04-04,Ibaraki,59,1383.0,1.0,2.0,56.0,-17.0,4.0,20.0,-39.0,-10.0,8.0
707,2020-04-05,Ibaraki,64,1383.0,1.0,2.0,61.0,-25.0,-1.0,-24.0,-44.0,-11.0,9.0
708,2020-04-06,Ibaraki,71,1806.0,1.0,2.0,68.0,-10.0,4.0,11.0,-24.0,-8.0,6.0
709,2020-04-07,Ibaraki,77,1927.0,1.0,2.0,74.0,-7.0,4.0,10.0,-29.0,-12.0,7.0
710,2020-04-08,Ibaraki,77,1927.0,4.0,2.0,71.0,-14.0,1.0,23.0,-32.0,-10.0,7.0
711,2020-04-09,Ibaraki,81,2140.0,4.0,2.0,75.0,-17.0,-2.0,-4.0,-35.0,-11.0,8.0
712,2020-04-10,Ibaraki,82,2221.0,7.0,3.0,72.0,-17.0,4.0,5.0,-38.0,-12.0,9.0
713,2020-04-11,Ibaraki,91,2221.0,8.0,3.0,80.0,-20.0,2.0,8.0,-48.0,-17.0,10.0
714,2020-04-12,Ibaraki,109,2221.0,9.0,3.0,97.0,-30.0,-4.0,-19.0,-55.0,-15.0,11.0
715,2020-04-13,Ibaraki,110,2501.0,10.0,3.0,97.0,-39.0,-23.0,-55.0,-46.0,-15.0,13.0
716,2020-04-14,Ibaraki,116,2719.0,10.0,3.0,103.0,-12.0,5.0,1.0,-41.0,-13.0,9.0
717,2020-04-15,Ibaraki,119,2883.0,10.0,5.0,104.0,-13.0,8.0,26.0,-40.0,-14.0,9.0
718,2020-04-16,Ibaraki,123,2883.0,10.0,5.0,108.0,-16.0,3.0,-9.0,-44.0,-15.0,11.0
719,2020-04-17,Ibaraki,131,3159.0,11.0,5.0,115.0,-19.0,7.0,4.0,-47.0,-16.0,12.0
720,2020-04-18,Ibaraki,135,3159.0,14.0,5.0,116.0,-51.0,-28.0,-69.0,-70.0,-26.0,18.0
721,2020-04-19,Ibaraki,139,3159.0,16.0,5.0,118.0,-29.0,1.0,11.0,-53.0,-17.0,10.0
722,2020-04-20,Ibaraki,143,3343.0,16.0,6.0,121.0,-30.0,-10.0,-46.0,-50.0,-18.0,13.0
723,2020-04-21,Ibaraki,146,3571.0,17.0,6.0,123.0,-21.0,-1.0,1.0,-47.0,-19.0,12.0
724,2020-04-22,Ibaraki,151,3687.0,18.0,6.0,127.0,-26.0,-4.0,4.0,-48.0,-20.0,13.0
725,2020-04-23,Ibaraki,153,3887.0,21.0,6.0,126.0,-24.0,-3.0,6.0,-47.0,-20.0,13.0
726,2020-04-24,Ibaraki,157,4031.0,24.0,6.0,127.0,-30.0,-3.0,-7.0,-50.0,-21.0,15.0
727,2020-04-25,Ibaraki,158,4031.0,24.0,6.0,128.0,-33.0,-4.0,-10.0,-56.0,-21.0,13.0
728,2020-04-26,Ibaraki,161,4031.0,24.0,6.0,131.0,-38.0,-8.0,-3.0,-59.0,-21.0,12.0
729,2020-04-27,Ibaraki,161,4273.0,31.0,6.0,124.0,-26.0,-7.0,-23.0,-48.0,-21.0,13.0
730,2020-04-28,Ibaraki,162,4473.0,31.0,6.0,125.0,-18.0,0.0,-6.0,-48.0,-22.0,12.0
731,2020-04-29,Ibaraki,162,4473.0,33.0,6.0,123.0,-14.0,-6.0,35.0,-64.0,-61.0,21.0
732,2020-04-30,Ibaraki,163,4623.0,35.0,7.0,121.0,-17.0,2.0,5.0,-52.0,-30.0,16.0
733,2020-05-01,Ibaraki,165,4835.0,35.0,7.0,123.0,-23.0,1.0,12.0,-56.0,-34.0,19.0
734,2020-05-02,Ibaraki,165,4835.0,38.0,7.0,120.0,-35.0,-7.0,-11.0,-61.0,-27.0,14.0
735,2020-05-03,Ibaraki,165,4835.0,45.0,7.0,113.0,-38.0,-7.0,-5.0,-60.0,-25.0,11.0
736,2020-05-04,Ibaraki,167,,61.0,8.0,98.0,-9.0,-8.0,-1.0,-68.0,-72.0,29.0
737,2020-05-05,Ibaraki,168,4835.0,69.0,9.0,90.0,-7.0,-4.0,25.0,-66.0,-72.0,29.0
738,2020-05-06,Ibaraki,168,4835.0,71.0,9.0,88.0,-23.0,-16.0,-29.0,-72.0,-70.0,31.0
739,2020-05-07,Ibaraki,168,5281.0,73.0,9.0,86.0,-20.0,0.0,2.0,-47.0,-22.0,13.0
740,2020-05-08,Ibaraki,168,3826.0,78.0,9.0,81.0,-25.0,-2.0,10.0,-49.0,-23.0,15.0
741,2020-05-09,Ibaraki,168,3826.0,71.0,3.0,94.0,-30.0,-6.0,-16.0,-57.0,-15.0,12.0
742,2020-03-18,Ishikawa,7,165.0,1.0,0.0,6.0,2.0,6.0,34.0,-19.0,-3.0,2.0
743,2020-03-19,Ishikawa,7,171.0,2.0,0.0,5.0,9.0,8.0,39.0,-14.0,-3.0,1.0
744,2020-03-20,Ishikawa,8,175.0,2.0,0.0,6.0,13.0,6.0,2.0,-28.0,-54.0,18.0
745,2020-03-21,Ishikawa,8,176.0,3.0,0.0,5.0,-2.0,5.0,34.0,-15.0,-5.0,2.0
746,2020-03-22,Ishikawa,8,179.0,3.0,0.0,5.0,-10.0,2.0,-31.0,-22.0,-1.0,4.0
747,2020-03-23,Ishikawa,8,181.0,3.0,0.0,5.0,2.0,5.0,23.0,-14.0,-3.0,2.0
748,2020-03-24,Ishikawa,8,192.0,,,,0.0,5.0,2.0,-19.0,-3.0,3.0
749,2020-03-25,Ishikawa,8,193.0,3.0,0.0,5.0,7.0,8.0,48.0,-15.0,-3.0,1.0
750,2020-03-26,Ishikawa,8,195.0,3.0,0.0,5.0,6.0,11.0,51.0,-14.0,-3.0,2.0
751,2020-03-27,Ishikawa,8,199.0,3.0,0.0,5.0,-3.0,4.0,-15.0,-23.0,-4.0,4.0
752,2020-03-28,Ishikawa,9,205.0,5.0,0.0,4.0,-4.0,6.0,-23.0,-31.0,-4.0,4.0
753,2020-03-29,Ishikawa,9,212.0,5.0,0.0,4.0,-8.0,8.0,-23.0,-30.0,-1.0,4.0
754,2020-03-30,Ishikawa,11,211.0,5.0,0.0,6.0,4.0,6.0,23.0,-20.0,-5.0,3.0
755,2020-03-31,Ishikawa,13,228.0,5.0,0.0,8.0,3.0,8.0,52.0,-23.0,-5.0,3.0
756,2020-04-01,Ishikawa,15,228.0,5.0,0.0,10.0,-9.0,2.0,-8.0,-29.0,-6.0,4.0
757,2020-04-02,Ishikawa,16,248.0,5.0,0.0,11.0,-5.0,8.0,18.0,-29.0,-7.0,4.0
758,2020-04-03,Ishikawa,24,264.0,5.0,0.0,19.0,-8.0,7.0,61.0,-27.0,-8.0,5.0
759,2020-04-04,Ishikawa,32,264.0,5.0,0.0,27.0,-13.0,9.0,38.0,-36.0,-8.0,6.0
760,2020-04-05,Ishikawa,43,264.0,5.0,0.0,38.0,-21.0,9.0,-12.0,-43.0,-10.0,7.0
761,2020-04-06,Ishikawa,45,384.0,5.0,0.0,40.0,-7.0,8.0,18.0,-29.0,-9.0,5.0
762,2020-04-07,Ishikawa,51,430.0,5.0,0.0,46.0,-9.0,9.0,37.0,-34.0,-11.0,5.0
763,2020-04-08,Ishikawa,66,472.0,5.0,0.0,61.0,-13.0,7.0,26.0,-35.0,-10.0,6.0
764,2020-04-09,Ishikawa,72,494.0,5.0,0.0,67.0,-14.0,6.0,30.0,-38.0,-10.0,6.0
765,2020-04-10,Ishikawa,92,562.0,5.0,0.0,87.0,-19.0,4.0,-6.0,-43.0,-11.0,8.0
766,2020-04-11,Ishikawa,104,562.0,5.0,0.0,99.0,-25.0,7.0,-2.0,-50.0,-20.0,10.0
767,2020-04-12,Ishikawa,113,562.0,5.0,0.0,108.0,-34.0,3.0,-22.0,-54.0,-16.0,10.0
768,2020-04-13,Ishikawa,121,718.0,5.0,0.0,116.0,-29.0,-6.0,-44.0,-48.0,-13.0,10.0
769,2020-04-14,Ishikawa,131,778.0,5.0,1.0,125.0,-22.0,3.0,4.0,-46.0,-14.0,9.0
770,2020-04-15,Ishikawa,140,826.0,5.0,4.0,131.0,-20.0,6.0,30.0,-44.0,-15.0,9.0
771,2020-04-16,Ishikawa,146,903.0,5.0,4.0,137.0,-25.0,4.0,12.0,-47.0,-17.0,11.0
772,2020-04-17,Ishikawa,160,977.0,5.0,4.0,151.0,-29.0,3.0,4.0,-52.0,-18.0,12.0
773,2020-04-18,Ishikawa,173,977.0,5.0,4.0,164.0,-43.0,-9.0,-54.0,-66.0,-22.0,15.0
774,2020-04-19,Ishikawa,178,977.0,5.0,4.0,169.0,-43.0,-4.0,-26.0,-62.0,-24.0,12.0
775,2020-04-20,Ishikawa,180,1115.0,14.0,4.0,162.0,-32.0,-7.0,-36.0,-53.0,-19.0,12.0
776,2020-04-21,Ishikawa,190,1181.0,17.0,5.0,168.0,-32.0,-2.0,1.0,-52.0,-21.0,13.0
777,2020-04-22,Ishikawa,199,1244.0,17.0,5.0,177.0,-36.0,-7.0,-19.0,-57.0,-23.0,14.0
778,2020-04-23,Ishikawa,216,1338.0,17.0,5.0,194.0,-38.0,-9.0,-31.0,-57.0,-23.0,15.0
779,2020-04-24,Ishikawa,222,1424.0,16.0,5.0,201.0,-38.0,-5.0,-35.0,-59.0,-24.0,16.0
780,2020-04-25,Ishikawa,224,1424.0,16.0,5.0,203.0,-38.0,-2.0,6.0,-56.0,-27.0,13.0
781,2020-04-26,Ishikawa,229,1424.0,16.0,5.0,208.0,-50.0,-13.0,-61.0,-71.0,-29.0,14.0
782,2020-04-27,Ishikawa,236,1703.0,16.0,5.0,215.0,-28.0,-2.0,16.0,-50.0,-23.0,12.0
783,2020-04-28,Ishikawa,245,1796.0,22.0,5.0,218.0,-27.0,1.0,14.0,-53.0,-24.0,12.0
784,2020-04-29,Ishikawa,250,1796.0,22.0,6.0,222.0,-24.0,-5.0,53.0,-63.0,-65.0,22.0
785,2020-04-30,Ishikawa,251,1937.0,22.0,6.0,223.0,-25.0,4.0,29.0,-55.0,-32.0,16.0
786,2020-05-01,Ishikawa,254,1977.0,23.0,7.0,224.0,-32.0,1.0,9.0,-60.0,-35.0,19.0
787,2020-05-02,Ishikawa,260,1977.0,23.0,13.0,224.0,-41.0,-5.0,-7.0,-63.0,-32.0,15.0
788,2020-05-03,Ishikawa,264,1977.0,23.0,13.0,228.0,-43.0,-5.0,-6.0,-66.0,-31.0,12.0
789,2020-05-04,Ishikawa,267,,23.0,13.0,231.0,-19.0,-1.0,40.0,-67.0,-74.0,29.0
790,2020-05-05,Ishikawa,268,1977.0,23.0,13.0,232.0,-17.0,1.0,41.0,-68.0,-75.0,30.0
791,2020-05-06,Ishikawa,271,1977.0,46.0,13.0,212.0,-26.0,-6.0,10.0,-71.0,-73.0,30.0
792,2020-05-07,Ishikawa,275,2175.0,46.0,13.0,216.0,-28.0,-3.0,19.0,-53.0,-21.0,13.0
793,2020-05-08,Ishikawa,275,2175.0,127.0,16.0,132.0,-32.0,-3.0,17.0,-55.0,-22.0,14.0
794,2020-05-09,Ishikawa,277,2207.0,131.0,,,-38.0,-7.0,-31.0,-64.0,-20.0,13.0
795,2020-03-18,Iwate,0,24.0,0.0,0.0,0.0,4.0,6.0,14.0,-13.0,0.0,1.0
796,2020-03-19,Iwate,0,29.0,0.0,0.0,0.0,12.0,8.0,32.0,-7.0,-3.0,1.0
797,2020-03-20,Iwate,0,29.0,0.0,0.0,0.0,9.0,2.0,-4.0,-19.0,-49.0,17.0
798,2020-03-21,Iwate,0,29.0,0.0,0.0,0.0,-3.0,3.0,10.0,-10.0,-7.0,3.0
799,2020-03-22,Iwate,0,29.0,0.0,0.0,0.0,-5.0,1.0,-14.0,-7.0,-1.0,3.0
800,2020-03-23,Iwate,0,37.0,0.0,0.0,0.0,5.0,1.0,10.0,-7.0,-1.0,2.0
801,2020-03-24,Iwate,0,36.0,,,,4.0,2.0,10.0,-12.0,-1.0,2.0
802,2020-03-25,Iwate,0,41.0,0.0,0.0,0.0,13.0,10.0,24.0,-10.0,-2.0,1.0
803,2020-03-26,Iwate,0,44.0,0.0,0.0,0.0,6.0,8.0,20.0,-14.0,-3.0,2.0
804,2020-03-27,Iwate,0,50.0,0.0,0.0,0.0,1.0,2.0,10.0,-17.0,-2.0,3.0
805,2020-03-28,Iwate,0,50.0,0.0,0.0,0.0,-3.0,7.0,13.0,-17.0,-2.0,3.0
806,2020-03-29,Iwate,0,50.0,0.0,0.0,0.0,-5.0,5.0,6.0,-19.0,1.0,3.0
807,2020-03-30,Iwate,0,54.0,0.0,0.0,0.0,6.0,3.0,17.0,-13.0,-5.0,3.0
808,2020-03-31,Iwate,0,59.0,0.0,0.0,0.0,4.0,5.0,27.0,-13.0,-3.0,3.0
809,2020-04-01,Iwate,0,59.0,0.0,0.0,0.0,-4.0,6.0,-1.0,-22.0,-4.0,2.0
810,2020-04-02,Iwate,0,73.0,0.0,0.0,0.0,-5.0,2.0,-4.0,-26.0,-7.0,5.0
811,2020-04-03,Iwate,0,76.0,0.0,0.0,0.0,-6.0,1.0,14.0,-24.0,-6.0,5.0
812,2020-04-04,Iwate,0,76.0,0.0,0.0,0.0,-9.0,6.0,23.0,-26.0,-6.0,5.0
813,2020-04-05,Iwate,0,76.0,0.0,0.0,0.0,-12.0,5.0,-18.0,-33.0,-7.0,6.0
814,2020-04-06,Iwate,0,86.0,0.0,0.0,0.0,-7.0,0.0,-15.0,-22.0,-7.0,5.0
815,2020-04-07,Iwate,0,104.0,0.0,0.0,0.0,-2.0,5.0,15.0,-22.0,-7.0,4.0
816,2020-04-08,Iwate,0,119.0,0.0,0.0,0.0,-2.0,6.0,22.0,-21.0,-8.0,3.0
817,2020-04-09,Iwate,0,127.0,0.0,0.0,0.0,-8.0,3.0,15.0,-23.0,-6.0,4.0
818,2020-04-10,Iwate,0,136.0,0.0,0.0,0.0,-10.0,3.0,-1.0,-26.0,-5.0,5.0
819,2020-04-11,Iwate,0,136.0,0.0,0.0,0.0,-11.0,7.0,36.0,-33.0,-13.0,7.0
820,2020-04-12,Iwate,0,136.0,0.0,0.0,0.0,-15.0,4.0,33.0,-36.0,-8.0,6.0
821,2020-04-13,Iwate,0,155.0,0.0,0.0,0.0,-12.0,0.0,-9.0,-24.0,-5.0,5.0
822,2020-04-14,Iwate,0,170.0,0.0,0.0,0.0,-9.0,2.0,21.0,-21.0,-4.0,4.0
823,2020-04-15,Iwate,0,181.0,0.0,0.0,0.0,-2.0,12.0,24.0,-22.0,-5.0,3.0
824,2020-04-16,Iwate,0,205.0,0.0,0.0,0.0,-7.0,8.0,37.0,-23.0,-5.0,4.0
